Bigram,Frequency
"('Society', 'approved')",1
"('approved', '``')",1
"('``', 'stalked')",1
"('The', 'fruitbodies')",1
"('fruitbodies', '(')",1
"('(', 'ascocarps')",1
"('ascocarps', ')')",1
"('of', 'Geopyxis')",1
"('Geopyxis', 'carbonaris')",1
"('carbonaris', 'are')",1
"('are', 'cup')",1
"('cup', 'shaped')",2
"('cm', 'wide')",1
"('wide', ',')",2
"('have', 'fringed')",1
"('fringed', 'whitish')",1
"('whitish', 'margins')",1
"('margins', '.')",1
"('The', 'inner')",1
"('inner', 'spore')",1
"('spore', '@')",1
"('@', 'bearing')",1
"('bearing', 'surface')",1
"('the', 'cup')",2
"('the', 'hymenium')",2
"('hymenium', ',')",2
"('is', 'brick')",1
"('brick', 'red')",1
"('red', 'and')",1
"('and', 'smooth')",1
"('smooth', ',')",2
"('the', 'exterior')",1
"('exterior', 'surface')",1
"('surface', 'is')",1
"('a', 'dull')",1
"('dull', 'yellow')",1
"('yellow', ',')",1
"('and', 'may')",1
"('either', 'smooth')",1
"('smooth', 'or')",1
"('or', 'have')",1
"('have', 'blister')",1
"('blister', '@')",1
"('like', 'spots')",1
"('spots', '(')",1
"('(', 'pustules')",1
"('pustules', ')')",1
"('The', 'stipe')",1
"('stipe', 'is')",1
"('is', 'small')",1
"('small', '(')",1
"('5', 'mm')",1
"('mm', 'long')",1
"('long', 'and')",1
"('2', 'mm')",1
"('mm', 'wide')",1
"('wide', ')')",1
"(',', 'whitish')",1
"('whitish', 'in')",1
"('color', ',')",1
"('and', 'expands')",1
"('expands', 'abruptly')",1
"('abruptly', 'into')",1
"('The', 'brownish')",1
"('brownish', 'flesh')",1
"('flesh', 'of')",1
"('and', 'brittle')",1
"('brittle', '.')",1
"('It', 'does')",1
"('have', 'any')",1
"('any', 'distinctive')",1
"('distinctive', 'taste')",1
"('an', 'unpleasant')",1
"('unpleasant', 'smell')",1
"('smell', 'when')",1
"('when', 'crushed')",1
"('crushed', 'in')",1
"('in', 'water')",1
"('water', '.')",1
"('The', 'edibility')",1
"('edibility', 'of')",1
"('known', ',')",1
"('fruitbodies', 'are')",3
"('are', 'insubstantial')",1
"('insubstantial', 'and')",1
"('and', 'unlikely')",1
"('be', 'harvested')",1
"('harvested', 'for')",1
"('for', 'eating')",1
"('eating', '.')",1
"('=', 'Microscopic')",1
"('Microscopic', 'characteristics')",1
"('characteristics', '=')",1
"('In', 'mass')",1
"('mass', ',')",1
"('the', 'spores')",1
"('spores', 'are')",2
"('are', 'whitish')",1
"('whitish', '.')",1
"('The', 'spores')",1
"('are', 'elliptical')",1
"('elliptical', ',')",1
"(',', 'smooth')",1
"(',', 'hyaline')",1
"('hyaline', ',')",1
"(',', 'devoid')",1
"('devoid', 'of')",1
"('of', 'oil')",1
"('oil', 'droplets')",2
"('droplets', '(')",1
"('(', 'eguttulate')",1
"('eguttulate', ')')",1
"('have', 'dimensions')",1
"('dimensions', 'of')",1
"('of', '13')",1
"('18', 'by')",1
"('by', '7')",1
"('–', '9')",1
"('9', 'µm')",1
"('µm', '.')",3
"('are', 'thin')",1
"('thin', 'walled')",1
"('walled', 'and')",1
"('and', 'germinate')",1
"('germinate', 'and')",1
"('and', 'grow')",1
"('grow', 'rapidly')",1
"('rapidly', 'in')",1
"('in', 'vitro')",1
"('vitro', 'in')",1
"('of', 'external')",1
"('external', 'stimuli')",1
"('stimuli', '.')",1
"('The', 'asci')",1
"('asci', 'are')",1
"('are', '190')",1
"('190', '–')",1
"('–', '225')",1
"('225', 'by')",1
"('by', '9')",1
"('10', 'µm')",1
"('The', 'paraphyses')",1
"('paraphyses', 'are')",1
"('are', 'slightly')",1
"('slightly', 'club')",1
"('club', '@')",1
"(',', 'unbranched')",1
"('unbranched', ',')",1
"('have', 'irregular')",1
"('irregular', 'orange')",1
"('orange', '@')",2
"('brown', 'granules')",2
"('granules', ',')",1
"('with', 'tips')",1
"('tips', 'up')",1
"('5', 'µm')",1
"('µm', 'wide')",1
"('not', 'forked')",1
"('forked', 'or')",1
"('or', 'lobed')",1
"('lobed', '.')",1
"('The', 'hypothecium')",1
"('hypothecium', ',')",1
"('the', 'layer')",1
"('layer', 'of')",1
"('of', 'cells')",1
"('cells', 'below')",1
"('below', 'the')",1
"('is', 'made')",1
"('of', 'densely')",1
"('densely', 'packed')",1
"('packed', ',')",1
"(',', 'small')",2
"('small', 'irregular')",1
"('irregular', 'cells')",1
"('cells', '.')",1
"('=', 'Similar')",1
"('Similar', 'species')",1
"('species', '=')",1
"('The', 'closely')",1
"('closely', 'related')",1
"('related', 'vulcan')",1
"('vulcan', 'elf')",1
"('elf', 'cup')",1
"('cup', '(')",1
"('(', 'Geopyxis')",1
"('Geopyxis', 'vulcanalis')",1
"('vulcanalis', ')')",1
"('a', 'pale')",1
"('pale', 'orange')",1
"('orange', 'to')",1
"('to', 'yellowish')",1
"('yellowish', 'fruitbody')",1
"('fruitbody', 'that')",1
"('is', 'deeply')",1
"('deeply', 'cup')",1
"('shaped', 'before')",1
"('before', 'flattening')",1
"('flattening', 'in')",1
"('in', 'maturity')",1
"('maturity', ',')",1
"('its', 'crushed')",1
"('crushed', 'flesh')",1
"('flesh', 'often')",1
"('often', 'has')",1
"('an', 'odor')",1
"('odor', 'of')",1
"('of', 'sulfur')",4
"('sulfur', '.')",2
"('It', 'may')",1
"('distinguished', 'microscopically')",2
"('microscopically', 'by')",2
"('by', 'its')",2
"('its', 'paraphyses')",1
"('paraphyses', ',')",1
"('which', 'lack')",1
"('lack', 'the')",1
"('the', 'orange')",1
"('granules', 'characteristic')",1
"('characteristic', 'of')",3
"('has', 'larger')",1
"('larger', 'spores')",1
"('measuring', '14')",1
"('14', '–')",1
"('–', '22')",1
"('22', 'by')",1
"('by', '8')",1
"('8', '–')",1
"('11', 'µm')",1
"('Unlike', 'G.')",1
"('it', 'grows')",1
"('grows', 'on')",1
"('on', 'substrates')",1
"('substrates', 'other')",1
"('than', 'burned')",1
"('burned', 'wood')",1
"('wood', ',')",1
"('including', 'mosses')",1
"('mosses', ',')",1
"('and', 'needle')",1
"('needle', 'duff')",1
"('duff', '.')",1
"('<s>', 'Tarzetta')",1
"('Tarzetta', 'cupularis')",1
"('cupularis', ',')",1
"('which', 'grows')",1
"('grows', 'habitats')",1
"('habitats', 'similar')",1
"('to', 'G.')",1
"('is', 'distinguished')",1
"('its', 'spores')",1
"('spores', 'that')",1
"('that', 'contain')",1
"('contain', 'two')",1
"('two', 'oil')",1
"('droplets', '.')",1
"('Other', 'genera')",1
"('genera', 'with')",1
"('similar', 'species')",1
"('species', 'with')",1
"('which', 'G.')",1
"('carbonaria', 'may')",1
"('be', 'confused')",1
"('confused', 'in')",1
"('the', 'field')",1
"('field', 'include')",1
"('include', 'Aleuria')",1
"('Aleuria', ',')",2
"(',', 'Caloscypha')",1
"('Caloscypha', ',')",1
"(',', 'Melastiza')",1
"('Melastiza', ',')",1
"('and', 'Sowerbyella')",1
"('Sowerbyella', '.')",1
"('=', 'Habitat')",1
"('Habitat', 'and')",1
"('and', 'distribution')",1
"('distribution', '=')",1
"('is', 'widespread')",2
"('widespread', 'on')",1
"('on', 'burned')",2
"('burned', 'soil')",1
"('soil', 'or')",1
"('or', 'charcoal')",1
"('charcoal', 'in')",1
"('the', 'spring')",1
"('spring', 'and')",1
"('and', 'throughout')",1
"('the', 'growing')",1
"('growing', 'season')",1
"('common', 'pioneer')",1
"('pioneer', 'species')",1
"('species', 'found')",1
"('burned', 'ground')",1
"('ground', '.')",1
"('The', 'charred')",1
"('charred', 'litter')",1
"('litter', 'on')",1
"('the', 'forest')",1
"('forest', 'floor')",1
"('floor', 'increases')",1
"('increases', 'the')",1
"('the', 'underlying')",1
"('underlying', 'soil')",1
"('soil', 'pH')",1
"('pH', 'as')",1
"('the', 'availability')",2
"('availability', 'of')",2
"('of', 'minerals')",1
"('minerals', '.')",1
"('are', 'produced')",2
"('produced', 'from')",1
"('from', '16')",1
"('16', 'to')",1
"('to', '139')",1
"('139', 'weeks')",1
"('weeks', 'after')",1
"('a', 'forest')",1
"('forest', 'fire')",1
"('fire', 'in')",1
"('areas', 'with')",1
"('with', 'coniferous')",1
"('coniferous', 'trees')",1
"('trees', '.')",1
"('Most', 'fruitbodies')",1
"('produced', 'in')",5
"('first', 'year')",1
"('a', 'burn')",1
"('burn', '.')",1
"('fungus', 'prefers')",1
"('prefers', 'fruiting')",1
"('fruiting', 'in')",2
"('in', 'microhabitats')",1
"('microhabitats', 'with')",1
"('with', 'thin')",1
"('thin', 'postfire')",1
"('postfire', 'duff')",1
"('duff', 'near')",1
"('near', 'standing')",1
"('standing', 'burned')",1
"('burned', 'tree')",1
"('tree', 'trunks')",1
"('trunks', '.')",1
"('<s>', 'Geopyxis')",1
"('carbonaria', 'fruitbodies')",1
"('often', 'found')",2
"('same', 'post')",1
"('fire', 'stands')",1
"('stands', 'as')",1
"('as', 'morels')",1
"('morels', ',')",2
"('is', 'usually')",1
"('usually', 'more')",1
"('more', 'abundant')",1
"('abundant', '.')",1
"('Because', 'the')",1
"('the', 'pixie')",1
"('cup', 'fruits')",1
"('fruits', 'earlier')",1
"('earlier', 'than')",1
"('than', 'morels')",1
"('may', 'serve')",1
"('an', 'indicator')",1
"('indicator', 'of')",1
"('of', 'imminent')",1
"('imminent', 'morel')",1
"('morel', 'fruiting')",1
"('fruiting', '.')",1
"('Other', 'cup')",1
"('cup', 'fungi')",1
"('fungi', 'often')",1
"('found', 'fruiting')",1
"('same', 'area')",1
"('area', 'as')",1
"('as', 'G.')",1
"('carbonaria', 'include')",1
"('include', 'those')",1
"('those', 'from')",1
"('the', 'genera')",1
"('genera', 'Aleuria')",1
"(',', 'Anthracobia')",1
"('Anthracobia', ',')",1
"(',', 'Peziza')",1
"('Peziza', ',')",1
"('and', 'Tarzetta')",1
"('Tarzetta', '.')",1
"('Europe', '(')",1
"('from', 'where')",2
"('originally', 'described')",1
"('described', ')')",1
"('widespread', 'throughout')",1
"('throughout', 'North')",1
"('The', 'North')",2
"('North', 'American')",1
"('American', 'distribution')",1
"('distribution', 'extends')",1
"('extends', 'north')",1
"('north', 'to')",1
"('to', 'Alaska')",1
"('Alaska', '.')",1
"('was', 'reported')",1
"('reported', 'for')",2
"('time', 'from')",1
"('from', 'Turkey')",1
"('=', 'Ecology')",1
"('Ecology', '=')",1
"('Although', 'primarily')",1
"('saprotrophic', 'fungus')",1
"('fungus', 'involved')",1
"('fire', 'breakdown')",1
"('breakdown', 'of')",1
"('of', 'duff')",1
"('duff', 'and')",1
"('and', 'coniferous')",1
"('coniferous', 'roots')",1
"('roots', ',')",1
"(',', 'Geopyxis')",1
"('carbonaria', 'has')",1
"('been', 'shown')",2
"('shown', 'to')",1
"('be', 'capable')",2
"('of', 'forming')",2
"('forming', 'ectomycorrhizae')",1
"('ectomycorrhizae', 'with')",1
"('with', 'Norway')",1
"('spruce', '(')",1
"('(', 'Picea')",1
"('Picea', 'abies')",1
"('abies', ')')",1
"('It', 'had')",1
"('been', 'demonstrated')",1
"('demonstrated', 'earlier')",1
"('in', 'laboratory')",1
"('laboratory', 'experiments')",1
"('experiments', 'that')",1
"('fungus', 'has')",1
"('a', 'biotrophic')",1
"('biotrophic', 'interaction')",1
"('with', 'lodgepole')",1
"('lodgepole', 'pine')",1
"('pine', '(')",1
"('(', 'Pinus')",1
"('Pinus', 'contorta')",1
"('contorta', ')')",1
"('The', 'hyphae')",1
"('hyphae', 'of')",1
"('carbonaria', 'were')",1
"('to', 'infect')",1
"('infect', 'the')",1
"('the', 'cortex')",1
"('cortex', 'of')",1
"('the', 'tree')",1
"('tree', 'seedling')",1
"('seedling', ',')",1
"('but', 'did')",2
"('not', 'penetrate')",1
"('the', 'endodermis')",1
"('endodermis', '.')",1
"('These', 'traits')",1
"('traits', 'suggest')",1
"('a', 'moderate')",1
"('moderate', 'pathogen')",1
"('pathogen', ',')",1
"('with', 'limited')",1
"('limited', 'ability')",1
"('to', 'cause')",1
"('cause', 'reductions')",1
"('reductions', 'in')",1
"('in', 'seed')",1
"('seed', 'germination')",1
"('germination', '.')",1
"('fungus', 'produces')",1
"('produces', 'the')",3
"('the', 'enzyme')",1
"('enzyme', 'polyphenol')",1
"('polyphenol', 'oxidase')",1
"('oxidase', ',')",1
"('can', 'break')",1
"('break', 'down')",1
"('complex', 'organic')",1
"('organic', 'polymer')",1
"('polymer', 'lignin')",1
"('lignin', '—')",1
"('—', 'features')",1
"('features', 'characteristic')",1
"('of', 'saprotrophic')",1
"('saprotrophic', 'fungi')",1
"('fungi', '.')",1
"('The', 'formation')",1
"('a', 'rudimentary')",1
"('rudimentary', 'Hartig')",1
"('Hartig', 'net')",1
"('net', ',')",1
"('a', 'characteristic')",1
"('of', 'mycorrhizal')",1
"('mycorrhizal', 'fungi')",1
"('fungi', ',')",1
"(',', 'indicated')",1
"('that', 'G.')",1
"('carbonaria', 'might')",1
"('forming', 'mutualistic')",1
"('mutualistic', 'relationships')",1
"('relationships', 'under')",1
"('the', 'right')",3
"('right', 'conditions')",1
"('<s>', 'Vrålstad')",1
"('Vrålstad', 'and')",1
"('and', 'colleagues')",1
"('colleagues', 'suggest')",1
"('its', 'below')",1
"('below', '@')",1
"('@', 'ground')",1
"('ground', 'association')",1
"('with', 'spruce')",1
"('spruce', 'roots')",1
"('roots', 'protects')",1
"('protects', 'it')",1
"('it', 'from')",1
"('from', 'physical')",1
"('physical', 'damage')",1
"('damage', 'in')",1
"('the', 'event')",2
"('event', 'of')",1
"('the', 'extensive')",1
"('extensive', 'fruitbody')",1
"('fruitbody', 'production')",1
"('production', 'after')",1
"('fire', 'may')",1
"('may', 'reflect')",1
"('reflect', '``')",1
"('successful', 'fungal')",1
"('fungal', 'escape')",1
"('escape', 'from')",1
"('a', 'dying')",1
"('dying', 'host')",1
"('host', 'where')",1
"('fungus', 'no')",1
"('longer', 'can')",1
"('can', 'maintain')",1
"('maintain', 'its')",1
"('its', 'biotrophic')",1
"('biotrophic', 'association')",1
"('association', '``')",1
"('<s>', 'Large')",1
"('Large', 'fruitings')",1
"('fruitings', 'of')",1
"('often', 'associated')",1
"('with', 'damage')",1
"('damage', 'to')",1
"('the', 'host')",1
"('host', 'tree')",1
"('tree', ',')",1
"('as', 'that')",2
"('which', 'occurs')",1
"('occurs', 'with')",1
"('with', 'burning')",1
"('burning', '.')",1
"('A', 'field')",1
"('field', 'study')",1
"('study', 'conducted')",1
"('in', 'Norway')",1
"('Norway', 'demonstrated')",1
"('demonstrated', 'that')",1
"('that', 'fruit')",1
"('fruit', 'bodies')",1
"('bodies', 'were')",1
"('more', 'likely')",1
"('likely', 'to')",1
"('areas', 'that')",1
"('were', 'heavily')",1
"('heavily', 'burned')",1
"('locations', 'with')",1
"('with', 'light')",1
"('light', 'to')",1
"('to', 'moderate')",1
"('moderate', 'burning')",1
"('burning', 'where')",1
"('the', 'trees')",1
"('trees', 'remained')",1
"('remained', 'viable')",1
"('viable', ',')",1
"('or', 'in')",1
"('in', 'clearcut')",1
"('clearcut', 'areas')",1
"('areas', '.')",3
"('<s>', 'Fruiting')",1
"('Fruiting', 'was')",1
"('was', 'much')",2
"('much', 'denser')",1
"('denser', 'in')",1
"('in', 'spruce')",1
"('spruce', 'forests')",1
"('forests', '—')",1
"('to', '700')",1
"('700', '–')",1
"('–', '1000')",1
"('1000', 'fruitbodies')",1
"('fruitbodies', 'per')",1
"('per', 'square')",1
"('square', 'meter')",1
"('meter', '—')",1
"('—', 'than')",1
"('than', 'in')",1
"('in', 'pine')",1
"('pine', 'forests')",1
"('forests', ',')",1
"('where', 'fruitbodies')",1
"('fruitbodies', 'were')",1
"('were', 'sporadic')",1
"('sporadic', '.')",1
"('Fruitbodies', 'grew')",1
"('grew', 'by')",1
"('the', 'millions')",1
"('millions', 'in')",1
"('year', 'following')",1
"('the', 'Yellowstone')",1
"('Yellowstone', 'fires')",1
"('fires', 'of')",1
"('of', '1988')",1
"('1988', '.')",1
"('=', 'Gold')",1
"('Gold', 'dollar')",1
"('dollar', '=')",1
"('The', 'gold')",4
"('gold', 'dollar')",48
"('dollar', 'or')",1
"('or', 'gold')",1
"('gold', 'one')",1
"('@', 'dollar')",12
"('dollar', 'piece')",9
"('piece', 'was')",2
"('a', 'coin')",3
"('coin', 'struck')",1
"('struck', 'as')",1
"('a', 'regular')",1
"('regular', 'issue')",2
"('issue', 'by')",1
"('States', 'Bureau')",1
"('Bureau', 'of')",1
"('the', 'Mint')",9
"('Mint', 'from')",1
"('from', '1849')",2
"('1849', 'to')",2
"('to', '1889')",1
"('1889', '.')",2
"('The', 'coin')",1
"('coin', 'had')",1
"('had', 'three')",1
"('three', 'types')",1
"('types', 'over')",1
"('over', 'its')",1
"('its', 'lifetime')",1
"('lifetime', ',')",1
"('all', 'designed')",1
"('by', 'Mint')",1
"('Mint', 'Chief')",1
"('Chief', 'Engraver')",2
"('Engraver', 'James')",2
"('James', 'B.')",3
"('B.', 'Longacre')",3
"('Longacre', '.')",1
"('The', 'Type')",4
"('Type', '1')",5
"('1', 'issue')",1
"('issue', 'had')",1
"('smallest', 'diameter')",1
"('of', 'any')",1
"('any', 'United')",1
"('States', 'coin')",1
"('coin', 'ever')",1
"('ever', 'minted')",1
"('minted', '.')",1
"('A', 'gold')",1
"('dollar', 'had')",2
"('been', 'proposed')",1
"('proposed', 'several')",1
"('several', 'times')",1
"('times', 'in')",1
"('the', '1830s')",1
"('1830s', 'and')",1
"('and', '1840s')",1
"('1840s', ',')",1
"('not', 'initially')",1
"('initially', 'adopted')",1
"('adopted', '.')",1
"('<s>', 'Congress')",3
"('Congress', 'was')",1
"('finally', 'galvanized')",1
"('galvanized', 'into')",1
"('into', 'action')",1
"('action', 'by')",1
"('the', 'increased')",1
"('increased', 'supply')",1
"('of', 'bullion')",2
"('bullion', 'caused')",1
"('the', 'California')",2
"('California', 'gold')",1
"('gold', 'rush')",1
"('rush', ',')",1
"('in', '1849')",3
"('1849', 'authorized')",1
"('authorized', 'a')",2
"('dollar', '.')",5
"('its', 'early')",1
"('early', 'years')",1
"(',', 'silver')",1
"('silver', 'coins')",7
"('coins', 'were')",4
"('were', 'being')",1
"('being', 'hoarded')",1
"('hoarded', 'or')",1
"('or', 'exported')",1
"('exported', ',')",1
"('the', 'gold')",26
"('dollar', 'found')",2
"('a', 'ready')",1
"('ready', 'place')",1
"('in', 'commerce')",5
"('commerce', '.')",1
"('Silver', 'again')",1
"('again', 'circulated')",2
"('circulated', 'after')",1
"('after', 'Congress')",1
"('Congress', 'in')",1
"('in', '1853')",2
"('1853', 'required')",1
"('required', 'that')",1
"('that', 'new')",1
"('new', 'coins')",2
"('coins', 'of')",3
"('that', 'metal')",2
"('metal', 'be')",1
"('be', 'made')",2
"('made', 'lighter')",1
"('lighter', ',')",1
"('dollar', 'became')",2
"('a', 'rarity')",1
"('rarity', 'in')",1
"('commerce', 'even')",1
"('even', 'before')",1
"('before', 'federal')",1
"('federal', 'coins')",2
"('coins', 'vanished')",2
"('vanished', 'from')",2
"('from', 'circulation')",1
"('circulation', 'because')",1
"('economic', 'disruption')",1
"('disruption', 'caused')",1
"('<s>', 'Gold')",2
"('Gold', 'did')",1
"('not', 'again')",1
"('again', 'circulate')",1
"('circulate', 'in')",3
"('nation', 'until')",1
"('until', '1879')",1
"('1879', ';')",1
"(';', 'once')",1
"('once', 'it')",1
"('it', 'did')",1
"('did', ',')",2
"('dollar', 'did')",1
"('not', 'regain')",1
"('regain', 'its')",1
"('its', 'place')",2
"('its', 'final')",1
"('final', 'years')",1
"('was', 'struck')",4
"('struck', 'in')",5
"('small', 'numbers')",1
"('numbers', ',')",1
"('causing', 'speculation')",1
"('speculation', 'by')",1
"('by', 'hoarders')",1
"('hoarders', '.')",1
"('in', 'demand')",2
"('demand', 'to')",1
"('be', 'mounted')",1
"('in', 'jewelry')",1
"('jewelry', '.')",2
"('The', 'regular')",1
"('issue', 'gold')",1
"('dollar', 'was')",10
"('was', 'last')",1
"('last', 'struck')",1
"('1889', ';')",1
"(',', 'Congress')",1
"('Congress', 'ended')",1
"('ended', 'the')",1
"('In', 'proposing')",1
"('proposing', 'his')",1
"('his', 'plan')",1
"('plan', 'for')",1
"('a', 'mint')",1
"('mint', 'and')",1
"('a', 'coinage')",1
"('coinage', 'system')",1
"('the', 'Treasury')",3
"('Treasury', 'Alexander')",1
"('Alexander', 'Hamilton')",1
"('Hamilton', 'in')",1
"('in', '1791')",1
"('1791', 'proposed')",1
"('proposed', 'that')",1
"('dollar', 'denomination')",2
"('denomination', 'be')",1
"('be', 'struck')",4
"('struck', 'both')",1
"('both', 'as')",1
"('gold', 'coin')",6
"('coin', ',')",6
"('of', 'silver')",2
"(',', 'representative')",1
"('representative', 'of')",1
"('two', 'metals')",1
"('metals', 'which')",1
"('he', 'proposed')",1
"('proposed', 'be')",1
"('made', 'legal')",1
"('legal', 'tender')",1
"('tender', '.')",1
"('Congress', 'followed')",1
"('followed', 'Hamilton')",1
"('Hamilton', ""'s"")",1
"(""'s"", 'recommendation')",1
"('recommendation', 'only')",1
"('part', ',')",2
"(',', 'authorizing')",1
"('authorizing', 'a')",1
"('a', 'silver')",3
"('silver', 'dollar')",1
"('dollar', ',')",12
"('but', 'no')",1
"('no', 'coin')",1
"('coin', 'of')",1
"('that', 'denomination')",2
"('denomination', 'in')",3
"('in', 'gold')",2
"('gold', '.')",2
"('In', '1831')",1
"('1831', ',')",1
"('first', 'gold')",2
"('was', 'minted')",1
"('minted', ',')",1
"('private', 'mint')",1
"('mint', 'of')",1
"('of', 'Christopher')",1
"('Christopher', 'Bechtler')",1
"('Bechtler', 'in')",1
"('North', 'Carolina')",4
"('Carolina', '.')",1
"('<s>', 'Much')",1
"('Much', 'of')",1
"('gold', 'then')",1
"('then', 'being')",1
"('being', 'produced')",1
"('States', 'came')",1
"('the', 'mountains')",1
"('mountains', 'of')",1
"('of', 'North')",2
"('Carolina', 'and')",1
"('and', 'Georgia')",1
"('Georgia', ',')",1
"('the', 'dollars')",1
"('dollars', 'and')",4
"('other', 'small')",2
"('small', 'gold')",2
"('gold', 'coins')",6
"('coins', 'issued')",1
"('issued', 'by')",1
"('by', 'Bechtler')",1
"('Bechtler', 'circulated')",1
"('circulated', 'through')",1
"('through', 'that')",1
"('that', 'region')",1
"('were', 'now')",1
"('now', 'and')",1
"('then', 'seen')",1
"('seen', 'further')",1
"('further', 'away')",1
"('Additional', 'one')",1
